Filename,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
AirflowNetworkBalanceManager.cc,"AFN Zone Outdoor Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Outdoor Air CO2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMHrCO,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing CO2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMMHrCO,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Total CO2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).TotalCO2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Outdoor Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMMHr,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Outdoor Air Generic Air Contaminant Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMHrGC,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Generic Air Contaminant Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).SumMMHrGC,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Total Generic Air Contaminant Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkExchangeData(i).TotalGC,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"""AFN Node Temperature""",,OutputProcessor::Unit::C,AirflowNetworkNodeSimu(i).TZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Node Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,AirflowNetworkNodeSimu(i).WZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Node CO2 Concentration""",,OutputProcessor::Unit::ppm,AirflowNetworkNodeSimu(i).CO2Z,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Node Generic Air Contaminant Concentration""",,OutputProcessor::Unit::ppm,AirflowNetworkNodeSimu(i).GCZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Node Total Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeSimu(i).PZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Node Wind Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeSimu(i).PZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to Node 2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport(i).FLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 2 to Node 1 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport(i).FLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to Node 2 Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport(i).VolFLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 2 to Node 1 Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport(i).VolFLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to Node 2 Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkSimu(i).DP,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Venting Window or Door Opening Factor""",,OutputProcessor::Unit::None,MultizoneSurfaceData(i).OpenFactor,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Venting Window or Door Opening Modulation Multiplier""",,OutputProcessor::Unit::None,SurfaceWindow(SurfNum).VentingOpenFactorMultRep,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Venting Inside Setpoint Temperature""",,OutputProcessor::Unit::C,SurfaceWindow(SurfNum).InsideTempForVentingRep,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Venting Availability Status""",,OutputProcessor::Unit::None,SurfaceWindow(SurfNum).VentingAvailabilityRep,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Venting Window or Door Opening Factor at Previous Time Step""",,OutputProcessor::Unit::None,MultizoneSurfaceData(i).OpenFactorLast,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Opening Elapsed Time""",,OutputProcessor::Unit::min,MultizoneSurfaceData(i).OpenElapsedTime,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Closing Elapsed Time""",,OutputProcessor::Unit::min,MultizoneSurfaceData(i).CloseElapsedTime,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Opening Status at Previous Time Step""",,OutputProcessor::Unit::None,MultizoneSurfaceData(i).PrevOpeningstatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Opening Status""",,OutputProcessor::Unit::None,MultizoneSurfaceData(i).OpeningStatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Opening Probability Status""",,OutputProcessor::Unit::None,MultizoneSurfaceData(i).OpeningProbStatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Closing Probability Status""",,OutputProcessor::Unit::None,MultizoneSurfaceData(i).ClosingProbStatus,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneInfiSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneInfiSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneMixSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneMixSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneInfiSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneInfiSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneMixSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneMixSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneInfiLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneInfiLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneInfiLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneInfiLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneMixLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneMixLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).MultiZoneMixLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).MultiZoneInfiLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).LeakSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).LeakSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).LeakSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).LeakSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).LeakLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).LeakLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).LeakLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Leaked Air Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).LeakLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Conduction Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).CondSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Conduction Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).CondSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Conduction Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).CondSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Conduction Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).CondSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Diffusion Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).DiffLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Diffusion Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).DiffLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Diffusion Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).DiffLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Diffusion Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).DiffLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Radiation Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).RadGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Radiation Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).RadGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Radiation Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).RadLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Duct Radiation Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).RadLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Sensible Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).TotalSenGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Sensible Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).TotalSenGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Sensible Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).TotalSenLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Sensible Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).TotalSenLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Latent Heat Gain Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).TotalLatGainW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Latent Heat Gain Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).TotalLatGainJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Latent Heat Loss Rate""",,OutputProcessor::Unit::W,AirflowNetworkReportData(i).TotalLatLossW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Distribution Latent Heat Loss Energy""",,OutputProcessor::Unit::J,AirflowNetworkReportData(i).TotalLatLossJ,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"""AFN Zone Infiltration Volume""",,OutputProcessor::Unit::m3,AirflowNetworkZnRpt(i).InfilVolume,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"""AFN Zone Infiltration Mass""",,OutputProcessor::Unit::kg,AirflowNetworkZnRpt(i).InfilMass,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Infiltration Air Change Rate""",,OutputProcessor::Unit::ach,AirflowNetworkZnRpt(i).InfilAirChangeRate,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Volume""",,OutputProcessor::Unit::m3,AirflowNetworkZnRpt(i).MixVolume,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"AFN Zone Mixing Mass""",,OutputProcessor::Unit::kg,AirflowNetworkZnRpt(i).MixMass,"""System""","""Sum"""
AirflowNetworkBalanceManager.cc,"""AFN Zone Average Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeReport(i).PZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"""AFN Zone On Cycle Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeReport(i).PZON,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"""AFN Zone Off Cycle Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeReport(i).PZOFF,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to 2 Average Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport1(i).FLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 2 to 1 Average Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport1(i).FLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to 2 Average Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport1(i).VolFLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 2 to 1 Average Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport1(i).VolFLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Average Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkReport1(i).DP,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface On Cycle Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkReport1(i).DPON,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Surface Off Cycle Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkReport1(i).DPOFF,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Node Total Pressure""",,OutputProcessor::Unit::Pa,AirflowNetworkNodeSimu(j).PZ,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to Node 2 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport(i).FLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 2 to Node 1 Mass Flow Rate""",,OutputProcessor::Unit::kg_s,AirflowNetworkLinkReport(i).FLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to Node 2 Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport(i).VolFLOW,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 2 to Node 1 Volume Flow Rate""",,OutputProcessor::Unit::m3_s,AirflowNetworkLinkReport(i).VolFLOW2,"""System""","""Average"""
AirflowNetworkBalanceManager.cc,"AFN Linkage Node 1 to Node 2 Pressure Difference""",,OutputProcessor::Unit::Pa,AirflowNetworkLinkSimu(i).DP,"""System""","""Average"""
BaseboardElectric.cc,"Baseboard Total Heating Energy""",,OutputProcessor::Unit::J,Baseboard(BaseboardNum).Energy,"""System""","""Sum"""
BaseboardElectric.cc,"Baseboard Total Heating Rate""",,OutputProcessor::Unit::W,Baseboard(BaseboardNum).Power,"""System""","""Average"""
BaseboardElectric.cc,"Baseboard Electric Energy""",,OutputProcessor::Unit::J,Baseboard(BaseboardNum).ElecUseLoad,"""System""","""Sum"""
BaseboardElectric.cc,"Baseboard Electric Power""",,OutputProcessor::Unit::W,Baseboard(BaseboardNum).ElecUseRate,"""System""","""Average"""
BaseboardRadiator.cc,"Baseboard Total Heating Energy""",,OutputProcessor::Unit::J,Baseboard(BaseboardNum).Energy,"""System""","""Sum"""
BaseboardRadiator.cc,"Baseboard Hot Water Energy""",,OutputProcessor::Unit::J,Baseboard(BaseboardNum).Energy,"""System""","""Sum"""
BaseboardRadiator.cc,"Baseboard Total Heating Rate""",,OutputProcessor::Unit::W,Baseboard(BaseboardNum).Power,"""System""","""Average"""
BaseboardRadiator.cc,"Baseboard Hot Water Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Baseboard(BaseboardNum).WaterMassFlowRate,"""System""","""Average"""
BaseboardRadiator.cc,"Baseboard Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Baseboard(BaseboardNum).AirMassFlowRate,"""System""","""Average"""
BaseboardRadiator.cc,"Baseboard Air Inlet Temperature""",,OutputProcessor::Unit::C,Baseboard(BaseboardNum).AirInletTemp,"""System""","""Average"""
BaseboardRadiator.cc,"Baseboard Air Outlet Temperature""",,OutputProcessor::Unit::C,Baseboard(BaseboardNum).AirOutletTemp,"""System""","""Average"""
BaseboardRadiator.cc,"Baseboard Water Inlet Temperature""",,OutputProcessor::Unit::C,Baseboard(BaseboardNum).WaterInletTemp,"""System""","""Average"""
BaseboardRadiator.cc,"Baseboard Water Outlet Temperature""",,OutputProcessor::Unit::C,Baseboard(BaseboardNum).WaterOutletTemp,"""System""","""Average"""
BoilerSteam.cc,"""Boiler Heating Rate""",,OutputProcessor::Unit::W,BoilerReport(BoilerNum).BoilerLoad,"""System""","""Average"""
BoilerSteam.cc,"Boiler Heating Energy""",,OutputProcessor::Unit::J,BoilerReport(BoilerNum).BoilerEnergy,"""System""","""Sum"""
BoilerSteam.cc,"Boiler "" + BoilerFuelTypeForOutputVariable(BoilerNum) + "" Power""",,OutputProcessor::Unit::W,BoilerReport(BoilerNum).FuelUsed,"""System""","""Average"""
BoilerSteam.cc,"Boiler "" + BoilerFuelTypeForOutputVariable(BoilerNum) + "" Rate""",,OutputProcessor::Unit::W,BoilerReport(BoilerNum).FuelUsed,"""System""","""Average"""
BoilerSteam.cc,"Boiler "" + BoilerFuelTypeForOutputVariable(BoilerNum) + "" Energy""",,OutputProcessor::Unit::J,BoilerReport(BoilerNum).FuelConsumed,"""System""","""Sum"""
BoilerSteam.cc,"Boiler Steam Inlet Temperature""",,OutputProcessor::Unit::C,BoilerReport(BoilerNum).BoilerInletTemp,"""System""","""Average"""
BoilerSteam.cc,"Boiler Steam Outlet Temperature""",,OutputProcessor::Unit::C,BoilerReport(BoilerNum).BoilerOutletTemp,"""System""","""Average"""
BoilerSteam.cc,"Boiler Steam Mass Flow Rate""",,OutputProcessor::Unit::kg_s,BoilerReport(BoilerNum).Mdot,"""System""","""Average"""
Boilers.cc,"""Boiler Heating Rate""",,OutputProcessor::Unit::W,BoilerReport(BoilerNum).BoilerLoad,"""System""","""Average"""
Boilers.cc,"Boiler Heating Energy""",,OutputProcessor::Unit::J,BoilerReport(BoilerNum).BoilerEnergy,"""System""","""Sum"""
Boilers.cc,"Boiler "" + BoilerFuelTypeForOutputVariable(BoilerNum) + "" Power""",,OutputProcessor::Unit::W,BoilerReport(BoilerNum).FuelUsed,"""System""","""Average"""
Boilers.cc,"Boiler "" + BoilerFuelTypeForOutputVariable(BoilerNum) + "" Rate""",,OutputProcessor::Unit::W,BoilerReport(BoilerNum).FuelUsed,"""System""","""Average"""
Boilers.cc,"Boiler "" + BoilerFuelTypeForOutputVariable(BoilerNum) + "" Energy""",,OutputProcessor::Unit::J,BoilerReport(BoilerNum).FuelConsumed,"""System""","""Sum"""
Boilers.cc,"Boiler Inlet Temperature""",,OutputProcessor::Unit::C,BoilerReport(BoilerNum).BoilerInletTemp,"""System""","""Average"""
Boilers.cc,"Boiler Outlet Temperature""",,OutputProcessor::Unit::C,BoilerReport(BoilerNum).BoilerOutletTemp,"""System""","""Average"""
Boilers.cc,"""Boiler Mass Flow Rate""",,OutputProcessor::Unit::kg_s,BoilerReport(BoilerNum).Mdot,"""System""","""Average"""
Boilers.cc,"Boiler Ancillary Electric Power""",,OutputProcessor::Unit::W,BoilerReport(BoilerNum).ParasiticElecPower,"""System""","""Average"""
Boilers.cc,"Boiler Ancillary Electric Energy""",,OutputProcessor::Unit::J,BoilerReport(BoilerNum).ParasiticElecConsumption,"""System""","""Sum"""
Boilers.cc,"Boiler Part Load Ratio""",,OutputProcessor::Unit::None,BoilerReport(BoilerNum).BoilerPLR,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Produced Electric Power""",,OutputProcessor::Unit::W,CTGeneratorReport(GeneratorNum).PowerGen,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Produced Electric Energy""",,OutputProcessor::Unit::J,CTGeneratorReport(GeneratorNum).EnergyGen,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator "" + CTGenerator(GeneratorNum).FuelType + "" Rate""",,OutputProcessor::Unit::W,CTGeneratorReport(GeneratorNum).FuelEnergyUseRate,"""System""","""Average"""
CTElectricGenerator.cc,"Generator "" + CTGenerator(GeneratorNum).FuelType + "" Energy""",,OutputProcessor::Unit::J,CTGeneratorReport(GeneratorNum).FuelEnergy,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator Fuel HHV Basis Rate""",,OutputProcessor::Unit::W,CTGeneratorReport(GeneratorNum).FuelEnergyUseRate,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Fuel HHV Basis Energy""",,OutputProcessor::Unit::J,CTGeneratorReport(GeneratorNum).FuelEnergy,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator "" + CTGenerator(GeneratorNum).FuelType + "" Mass Flow Rate""",,OutputProcessor::Unit::kg_s,CTGeneratorReport(GeneratorNum).FuelMdot,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Exhaust Air Temperature""",,OutputProcessor::Unit::C,CTGeneratorReport(GeneratorNum).ExhaustStackTemp,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Exhaust Heat Recovery Rate""",,OutputProcessor::Unit::W,CTGeneratorReport(GeneratorNum).QExhaustRecovered,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Exhaust Heat Recovery Energy""",,OutputProcessor::Unit::J,CTGeneratorReport(GeneratorNum).ExhaustEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator Lube Heat Recovery Rate""",,OutputProcessor::Unit::W,CTGeneratorReport(GeneratorNum).QLubeOilRecovered,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Lube Heat Recovery Energy""",,OutputProcessor::Unit::J,CTGeneratorReport(GeneratorNum).LubeOilEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator Produced Thermal Rate""",,OutputProcessor::Unit::W,CTGeneratorReport(GeneratorNum).QTotalHeatRecovered,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Produced Thermal Energy""",,OutputProcessor::Unit::J,CTGeneratorReport(GeneratorNum).TotalHeatEnergyRec,"""System""","""Sum"""
CTElectricGenerator.cc,"Generator Heat Recovery Inlet Temperature""",,OutputProcessor::Unit::C,CTGeneratorReport(GeneratorNum).HeatRecInletTemp,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Heat Recovery Outlet Temperature""",,OutputProcessor::Unit::C,CTGeneratorReport(GeneratorNum).HeatRecOutletTemp,"""System""","""Average"""
CTElectricGenerator.cc,"Generator Heat Recovery Mass Flow Rate""",,OutputProcessor::Unit::kg_s,CTGeneratorReport(GeneratorNum).HeatRecMdot,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Total Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel(CoolingPanelNum).Power,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Total System Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel(CoolingPanelNum).TotPower,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Convective Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel(CoolingPanelNum).ConvPower,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Radiant Cooling Rate""",,OutputProcessor::Unit::W,CoolingPanel(CoolingPanelNum).RadPower,"""System""","""Average"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Total Cooling Energy""",,OutputProcessor::Unit::J,CoolingPanel(CoolingPanelNum).Energy,"""System""","""Sum"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Total System Cooling Energy""",,OutputProcessor::Unit::J,CoolingPanel(CoolingPanelNum).TotEnergy,"""System""","""Sum"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Convective Cooling Energy""",,OutputProcessor::Unit::J,CoolingPanel(CoolingPanelNum).ConvEnergy,"""System""","""Sum"""
ChilledCeilingPanelSimple.cc,"Cooling Panel Radiant Cooling Energy""",,OutputProcessor::Unit::J,CoolingPanel(CoolingPanelNum).RadEnergy,"""System""","""Sum"""
