Date_Time,t_in,t_out,temp_diff,power_heating,power_cooling,power_electricity,total_power
2019/06/10  15:00:00,23.996769264520726,20.175,3.821769264520725,0.0,0.0,6.0025270289092,0.0
2019/06/10  16:00:00,24.03138602528641,20.35,3.6813860252864075,0.0,0.0,6.0025270289092,0.0
2019/06/10  17:00:00,24.050328381248644,19.875,4.175328381248644,0.0,0.0,6.0025270289092,0.0
2019/06/10  18:00:00,23.823197804496672,19.25,4.573197804496672,0.0,0.0,6.0025270289092,0.0
2019/06/10  19:00:00,24.06399532539429,18.575,5.488995325394292,0.9429293549249144,0.0,11.52143461032736,0.9429293549249144
2019/06/10  20:00:00,23.877550852711394,17.425,6.4525508527113935,0.9429293549249144,0.0,11.52143461032736,0.9429293549249144
2019/06/10  21:00:00,23.521347508787972,16.049999999999997,7.471347508787975,0.9429293549249144,0.0,7.70288361032736,0.9429293549249144
2019/06/10  22:00:00,23.128702886597875,14.725000000000003,8.403702886597872,0.9429293549249144,0.0,7.70288361032736,0.9429293549249144
2019/06/10  23:00:00,22.556670766451628,13.65,8.906670766451628,0.0,0.0,1.08271019728632,0.0
2019/06/10  23:59:59,22.099660805681875,12.575,9.524660805681876,0.0,0.0,0.6107391265908003,0.0
2019/06/11  01:00:00,21.670082535001953,11.55,10.120082535001952,0.0,0.0,0.6107391265908003,0.0
2019/06/11  02:00:00,21.291134820695277,11.0,10.291134820695277,0.0,0.0,0.6107391265908003,0.0
2019/06/11  03:00:00,21.00994321803266,10.675,10.33494321803266,0.0,0.0,0.6107391265908003,0.0
2019/06/11  04:00:00,20.723018699488406,10.3,10.423018699488406,0.0,0.0,0.6107391265908003,0.0
2019/06/11  05:00:00,20.47509886324101,10.2,10.27509886324101,0.0,0.0,0.6107391265908003,0.0
2019/06/11  06:00:00,20.26281754725261,10.125,10.13781754725261,0.0,0.0,0.6107391265908003,0.0
2019/06/11  07:00:00,20.611433456061455,10.1,10.511433456061456,4.714646774624573,0.0,13.747605936000003,4.714646774624573
2019/06/11  08:00:00,20.700139808796155,10.775,9.925139808796155,4.714646774624573,0.0,13.747605936000003,4.714646774624573
2019/06/11  09:00:00,21.02152471441011,11.75,9.27152471441011,4.714646774624573,0.0,17.566156936,4.714646774624573
2019/06/11  10:00:00,21.055195808806374,12.675,8.380195808806373,0.0,0.0,6.0025270289092,0.0
2019/06/11  11:00:00,21.136781742688143,12.975,8.161781742688143,0.0,0.0,6.0025270289092,0.0
2019/06/11  12:00:00,21.23896822979092,13.15,8.08896822979092,0.0,0.0,6.0025270289092,0.0
2019/06/11  13:00:00,21.29726226488654,13.275,8.02226226488654,0.0,0.0,6.0025270289092,0.0
2019/06/11  14:00:00,21.280797639135216,12.775,8.505797639135215,0.0,0.0,6.0025270289092,0.0
2019/06/11  15:00:00,21.196805107469395,12.075,9.121805107469395,0.0,0.0,6.0025270289092,0.0
2019/06/11  16:00:00,21.083366361518614,11.375,9.708366361518614,0.0,0.0,6.0025270289092,0.0
2019/06/11  17:00:00,20.977937871948157,11.275,9.702937871948157,0.0,0.0,6.0025270289092,0.0
