Date_Time,t_in,t_out,temp_diff,power_heating,power_cooling,power_electricity,total_power
2019/05/07,23.726581010410868,18.722916666666666,5.003664343744202,17.915657743573377,9.064395174252658,142.89063259291407,26.980052917826036
2019/05/08,23.886849486926423,19.332291666666666,4.554557820259756,17.915657743573377,23.1994510579282,135.25353059291413,41.11510880150158
2019/05/09,23.57363639333177,18.489583333333332,5.084053059998439,17.915657743573377,17.85745296232796,135.25353059291413,35.77311070590134
2019/05/10,23.070322225339375,16.344791666666666,6.725530558672709,17.915657743573377,0.1261284566134447,135.25353059291413,18.04178620018682
2019/05/11,21.63050473123645,12.684375,8.94612973123645,17.915657743573377,0.16826625207518403,135.25353059291413,18.08392399564856
2019/05/12,20.033906851576006,11.845833333333335,8.188073518242671,17.915657743573377,0.0,135.25353059291413,17.915657743573377
2019/05/13,19.888898838343913,13.158333333333335,6.730565505010578,19.956977740536935,0.0,142.89063259291407,19.956977740536935
2019/05/14,19.91402259322274,12.997916666666667,6.916105926556073,22.40104739920139,0.0,142.89063259291407,22.40104739920139
2019/05/15,19.091626286480768,10.307291666666666,8.784334619814102,37.90248678615924,0.0,135.25353059291413,37.90248678615924
2019/05/16,18.38906050757156,9.710416666666667,8.678643840904893,54.84139612811589,0.0,135.25353059291413,54.84139612811589
2019/05/17,19.269130808132243,13.513541666666665,5.7555891414655775,40.56230805163871,0.0,135.25353059291413,40.56230805163871
2019/05/18,19.45243968683323,13.759375,5.69306468683323,21.68328815303356,0.0,135.25353059291413,21.68328815303356
2019/05/19,20.300798949341804,15.969791666666666,4.331007282675138,23.330362400632385,0.0,135.25353059291413,23.330362400632385
2019/05/20,21.067735024876633,14.736458333333333,6.3312766915433,20.361968175741172,0.0,142.89063259291407,20.361968175741172
2019/05/21,21.535050130210088,14.928125000000003,6.606925130210085,18.029181844784905,0.0,142.89063259291407,18.029181844784905
2019/05/22,21.698374392895776,15.241666666666667,6.456707726229109,17.915657743573377,0.0,135.25353059291413,17.915657743573377
2019/05/23,22.180487763134984,17.196875000000006,4.983612763134978,17.915657743573377,0.23470375458744658,135.25353059291413,18.150361498160823
2019/05/24,22.602193224010662,17.45,5.152193224010663,17.915657743573377,0.06843738365204911,135.25353059291413,17.984095127225427
2019/05/25,23.02414985822972,18.438541666666673,4.585608191563047,17.915657743573377,0.43954194030552535,135.25353059291413,18.3551996838789
2019/05/26,21.76263067077958,14.726041666666665,7.036589004112914,17.915657743573377,0.3535204056405254,135.25353059291413,18.269178149213904
2019/05/27,22.312762988975468,17.835416666666664,4.477346322308804,17.915657743573377,1.984253723394031,142.89063259291407,19.899911466967406
2019/05/28,23.431352097679188,19.967708333333327,3.4636437643458606,17.915657743573377,44.57971207651522,142.89063259291407,62.4953698200886
2019/05/29,24.293429696805784,21.295833333333327,2.997596363472457,17.915657743573377,45.09424889986325,135.25353059291413,63.00990664343663
2019/05/30,23.364917740708947,16.59479166666667,6.7701260740422775,17.915657743573377,1.4401894809312386,135.25353059291413,19.355847224504615
2019/05/31,21.60971170304633,14.017708333333335,7.5920033697129945,17.915657743573377,0.0,135.25353059291413,17.915657743573377
2019/06/01,22.629638142174603,20.0625,2.5671381421746027,17.915657743573377,14.71524613872393,135.25353059291413,32.630903882297304
2019/06/02,23.32090611149526,20.379166666666674,2.9417394448285847,17.915657743573377,10.325340371990384,135.25353059291413,28.240998115563762
2019/06/03,23.478450928934723,19.275,4.203450928934725,17.915657743573377,12.109002211605299,142.89063259291407,30.024659955178677
2019/06/04,23.764143402071337,19.353125000000006,4.411018402071331,17.915657743573377,9.169818952249148,142.89063259291407,27.085476695822525
2019/06/05,23.752901541676856,18.825,4.927901541676857,17.915657743573377,2.2691625558878243,135.25353059291413,20.1848202994612
2019/06/06,23.10936989338501,16.629166666666666,6.480203226718345,17.915657743573377,5.663607670718052,135.25353059291413,23.579265414291427
2019/06/07,23.62716383939511,19.032291666666666,4.594872172728444,17.915657743573377,21.815979560824836,135.25353059291413,39.73163730439821
2019/06/08,24.082743175769554,19.815625,4.2671181757695535,17.915657743573377,20.288038204803946,135.25353059291413,38.20369594837732
2019/06/09,23.07551835337827,16.365625,6.70989335337827,17.915657743573377,1.4849855881438958,135.25353059291413,19.400643331717273
2019/06/10,22.41843782631895,15.238541666666668,7.179896159652282,17.915657743573377,0.09148594389406935,142.89063259291407,18.007143687467448
2019/06/11,20.902275809116464,11.320833333333333,9.581442475783131,17.915657743573377,0.0,142.89063259291407,17.915657743573377
2019/06/12,20.04172587908405,12.818750000000003,7.222975879084048,20.92955905064922,0.0,135.25353059291413,20.92955905064922
2019/06/13,21.095060196560723,16.201041666666665,4.894018529894058,19.102148832715063,0.0,135.25353059291413,19.102148832715063
2019/06/14,22.07702073423612,18.72708333333333,3.3499374009027925,17.915657743573377,4.298478912579313,135.25353059291413,22.21413665615269
2019/06/15,23.374690812626355,20.939583333333328,2.435107479293027,17.915657743573377,35.628241461816565,135.25353059291413,53.54389920538994
2019/06/16,24.00034498149588,20.13125,3.869094981495877,17.915657743573377,27.529647035436913,135.25353059291413,45.445304779010286
2019/06/17,24.187323807319174,19.872916666666665,4.314407140652509,17.915657743573377,35.68778074520011,142.89063259291407,53.603438488773484
2019/06/18,24.366312108822935,20.188541666666673,4.1777704421562625,17.915657743573377,56.404923197006475,142.89063259291407,74.32058094057984
2019/06/19,24.310113588613337,19.754166666666674,4.5559469219466635,17.915657743573377,11.117847996650104,135.25353059291413,29.033505740223482
2019/06/20,23.790868492156623,18.840625000000006,4.950243492156616,17.915657743573377,19.97754822508482,135.25353059291413,37.893205968658194
2019/06/21,24.138966751004993,20.708333333333336,3.4306334176716575,17.915657743573377,37.61725838928771,135.25353059291413,55.53291613286109
2019/06/22,24.716918408445636,22.55208333333333,2.1648350751123075,17.915657743573377,111.72782748141573,135.25353059291413,129.6434852249891
2019/06/23,25.368956517211956,24.04166666666667,1.3272898505452844,17.915657743573377,179.86467002021095,135.25353059291413,197.78032776378433
2019/06/24,25.510252675448196,24.023958333333336,1.48629434211486,17.915657743573377,242.3121615604769,142.89063259291407,260.2278193040503
2019/06/25,25.206530844057948,22.090625000000006,3.1159058440579415,17.915657743573377,111.42758446231771,142.89063259291407,129.3432422058911
2019/06/26,24.091006013449572,18.511458333333334,5.579547680116239,17.915657743573377,5.691737958317,135.25353059291413,23.607395701890376
2019/06/27,23.18126384625767,17.823958333333334,5.357305512924338,17.915657743573377,1.8797008490371552,135.25353059291413,19.795358592610533
2019/06/28,23.951986038971032,21.341666666666672,2.6103193723043603,17.915657743573377,60.90393649394956,135.25353059291413,78.81959423752294
2019/06/29,24.865480648557163,23.47916666666667,1.386313981890492,17.915657743573377,180.60516327330882,135.25353059291413,198.5208210168822
2019/06/30,25.642364061146008,26.077083333333324,-0.43471927218731565,17.915657743573377,215.08587658605325,135.25353059291413,233.00153432962662
2019/07/01,24.601688742285695,19.211458333333336,5.390230408952359,17.915657743573377,15.251432224126582,142.89063259291407,33.16708996769996
2019/07/02,24.42294447252626,20.194791666666664,4.228152805859597,17.915657743573377,69.9304876935164,142.89063259291407,87.84614543708977
2019/07/03,24.16962650653751,18.872916666666665,5.2967098398708465,17.915657743573377,13.788467719695587,135.25353059291413,31.704125463268966
2019/07/04,23.825294705005952,18.713541666666668,5.111753038339284,17.915657743573377,4.490143929088198,135.25353059291413,22.405801672661575
2019/07/05,23.958555944450936,20.708333333333336,3.2502226111176,17.915657743573377,30.273169911361514,135.25353059291413,48.18882765493489
2019/07/06,24.825205732378667,22.51666666666667,2.3085390657119973,17.915657743573377,110.4833678253825,135.25353059291413,128.3990255689559
2019/07/07,25.357895429953803,23.209375,2.148520429953802,17.915657743573377,160.67973896929277,135.25353059291413,178.59539671286615
2019/07/08,25.422789334798516,22.83541666666667,2.587372668131845,17.915657743573377,203.6904313619122,142.89063259291407,221.60608910548558
2019/07/09,25.41956548868063,22.812500000000004,2.6070654886806253,17.915657743573377,189.92927855440632,142.89063259291407,207.8449362979797
2019/07/10,25.56302830314897,23.265625,2.2974033031489682,17.915657743573377,187.09280642606993,135.25353059291413,205.0084641696433
2019/07/11,25.940220784556807,24.891666666666666,1.0485541178901414,17.915657743573377,291.7223942349684,135.25353059291413,309.6380519785418
2019/07/12,26.053812132082328,24.25625,1.7975621320823265,17.915657743573377,239.15976492712997,135.25353059291413,257.07542267070335
2019/07/13,25.76924588527402,22.784375,2.9848708852740202,17.915657743573377,136.88792046276683,135.25353059291413,154.8035782063402
2019/07/14,25.839681603987913,23.80208333333333,2.037598270654584,17.915657743573377,205.6803296932888,135.25353059291413,223.59598743686217
2019/07/15,25.439014670177265,21.75520833333333,3.6838063368439364,17.915657743573377,106.81457335776955,142.89063259291407,124.73023110134292
2019/07/16,25.189283343063224,20.802083333333336,4.387200009729888,17.915657743573377,74.14452861060126,142.89063259291407,92.06018635417463
2019/07/17,24.93436171845984,20.515625000000004,4.4187367184598365,17.915657743573377,80.74508779243175,135.25353059291413,98.66074553600512
2019/07/18,25.244684953647116,22.19479166666667,3.0498932869804456,17.915657743573377,131.03863277618066,135.25353059291413,148.95429051975404
2019/07/19,25.461473744667337,23.433333333333334,2.028140411334004,17.915657743573377,180.83723661603503,135.25353059291413,198.7528943596084
2019/07/20,25.685494724263634,24.153125000000006,1.5323697242636278,17.915657743573377,227.27761734387357,135.25353059291413,245.19327508744695
2019/07/21,25.945244453165383,25.05416666666667,0.8910777864987125,17.915657743573377,277.9029658610647,135.25353059291413,295.81862360463805
2019/07/22,26.028532457962484,25.89687500000001,0.13165745796247563,17.915657743573377,377.1128416053868,142.89063259291407,395.02849934896017
2019/07/23,25.987179234785373,25.096875,0.890304234785372,17.915657743573377,329.1632343845846,142.89063259291407,347.078892128158
2019/07/24,25.733256433211906,23.92291666666667,1.810339766545237,17.915657743573377,177.3677314927098,135.25353059291413,195.28338923628317
2019/07/25,25.476474060349823,23.676041666666666,1.800432393683156,17.915657743573377,190.07753910225418,135.25353059291413,207.99319684582755
2019/07/26,25.953981305313295,25.570833333333336,0.38314797197995887,17.915657743573377,268.5049338740175,135.25353059291413,286.4205916175909
2019/07/27,25.823831057581632,25.176041666666666,0.6477893909149657,17.915657743573377,272.3803361135413,135.25353059291413,290.2959938571147
2019/07/28,26.013161646106198,25.769791666666666,0.24336997943953165,17.915657743573377,254.66806486704567,135.25353059291413,272.583722610619
2019/07/29,25.985967847688947,24.965624999999996,1.0203428476889513,17.915657743573377,375.77475494792554,142.89063259291407,393.6904126914989
2019/07/30,25.747664229072733,24.17291666666667,1.5747475624060634,17.915657743573377,202.23991863833072,142.89063259291407,220.1555763819041
2019/07/31,25.816931243724174,23.88854166666667,1.928389577057505,17.915657743573377,195.84273491765828,135.25353059291413,213.75839266123165
2019/08/01,25.692443185721324,23.797916666666666,1.8945265190546579,17.915657743573377,214.69384152508965,135.25353059291413,232.60949926866303
2019/08/02,25.88034846339587,24.811458333333334,1.0688901300625346,17.915657743573377,255.2663434761845,135.25353059291413,273.18200121975786
2019/08/03,26.174921827676375,26.196875,-0.021953172323623704,17.915657743573377,319.45852242866795,135.25353059291413,337.3741801722413
2019/08/04,26.158126742771163,24.245833333333334,1.9122934094378294,17.915657743573377,202.63984994233854,135.25353059291413,220.55550768591192
2019/08/05,25.510420145445615,24.68958333333333,0.8208368121122831,17.915657743573377,263.0533810669016,142.89063259291407,280.96903881047496
2019/08/06,25.84317401638538,25.373958333333334,0.4692156830520453,17.915657743573377,338.93397239335815,142.89063259291407,356.8496301369315
2019/08/07,26.046216845510337,25.73958333333333,0.30663351217700807,17.915657743573377,318.9848203074642,135.25353059291413,336.90047805103757
2019/08/08,25.43615759047734,21.70937500000001,3.726782590477331,17.915657743573377,59.87871454263204,135.25353059291413,77.79437228620542
2019/08/09,25.1489109462391,22.465625000000006,2.683285946239092,17.915657743573377,139.5312224840359,135.25353059291413,157.44688022760928
2019/08/10,25.429608947225354,23.759375000000006,1.6702339472253485,17.915657743573377,192.87983985539924,135.25353059291413,210.79549759897262
2019/08/11,25.71400447135003,23.393750000000008,2.3202544713500224,17.915657743573377,171.14842560980455,135.25353059291413,189.06408335337792
2019/08/12,25.22549369886493,21.865625,3.359868698864929,17.915657743573377,155.51738834066006,142.89063259291407,173.43304608423344
2019/08/13,25.216577000559038,22.87291666666667,2.3436603338923696,17.915657743573377,192.692728646356,142.89063259291407,210.60838638992936
2019/08/14,25.403959079124913,22.875,2.5289590791249132,17.915657743573377,123.79921038115192,135.25353059291413,141.71486812472529
2019/08/15,25.41155015145744,22.83541666666667,2.5761334847907698,17.915657743573377,129.98961622730246,135.25353059291413,147.90527397087584
2019/08/16,25.21723031870951,22.49062500000001,2.7266053187095025,17.915657743573377,169.59068034097714,135.25353059291413,187.50633808455052
2019/08/17,25.68386280872216,24.51354166666667,1.1703211420554922,17.915657743573377,236.3364522447326,135.25353059291413,254.252109988306
2019/08/18,25.357978028009054,22.261458333333334,3.0965196946757203,17.915657743573377,85.20955746617283,135.25353059291413,103.1252152097462
2019/08/19,24.774179298372303,21.304166666666664,3.4700126317056394,17.915657743573377,143.2397234005921,142.89063259291407,161.1553811441655
2019/08/20,24.806865045685903,21.785416666666674,3.0214483790192297,17.915657743573377,103.14669228756912,142.89063259291407,121.0623500311425
2019/08/21,24.790037801879627,21.265625,3.5244128018796275,17.915657743573377,74.85688639526437,135.25353059291413,92.77254413883774
2019/08/22,25.12511149587988,22.62291666666667,2.502194829213213,17.915657743573377,119.67717457064218,135.25353059291413,137.59283231421557
2019/08/23,24.98565062260852,22.248958333333334,2.7366922892751866,17.915657743573377,90.33550470058128,135.25353059291413,108.25116244415466
2019/08/24,24.413536071032397,19.383333333333333,5.030202737699064,17.915657743573377,24.362227407845605,135.25353059291413,42.277885151418985
2019/08/25,23.96552357717478,18.733333333333334,5.232190243841444,17.915657743573377,27.992032863464544,135.25353059291413,45.90769060703792
2019/08/26,24.139666769214486,19.740625,4.3990417692144845,17.915657743573377,13.445126208876037,142.89063259291407,31.360783952449413
2019/08/27,23.8631928634345,19.342708333333327,4.520484530101172,17.915657743573377,14.52310241503975,142.89063259291407,32.43876015861313
2019/08/28,23.85921939828042,19.021875,4.837344398280418,17.915657743573377,6.631426675517156,135.25353059291413,24.54708441909053
2019/08/29,23.287467567685557,16.704166666666666,6.583300901018891,17.915657743573377,0.8236886490301129,135.25353059291413,18.73934639260349
2019/08/30,22.826998057929952,16.019791666666666,6.807206391263286,17.915657743573377,0.6527831951599642,135.25353059291413,18.568440938733342
2019/08/31,23.055404678198002,17.107291666666665,5.948113011531337,17.915657743573377,0.8335712764046666,135.25353059291413,18.749229019978042
2019/09/01,23.115710209444728,17.478125,5.63758520944473,17.915657743573377,3.21011942118251,135.25353059291413,21.12577716475589
2019/09/02,23.381061554868246,18.4375,4.943561554868246,17.915657743573377,20.273707767678395,142.89063259291407,38.18936551125177
2019/09/03,23.276065872480373,18.075000000000006,5.201065872480367,17.915657743573377,2.9617412774974268,142.89063259291407,20.877399021070804
2019/09/04,23.680802930012945,19.847916666666666,3.8328862633462784,17.915657743573377,22.37741295149765,135.25353059291413,40.29307069507102
2019/09/05,23.60431895101359,18.473958333333332,5.130360617680257,17.915657743573377,2.522120305008429,135.25353059291413,20.437778048581805
2019/09/06,23.550403543772127,18.733333333333334,4.817070210438793,17.915657743573377,12.097703209836387,135.25353059291413,30.013360953409766
2019/09/07,23.741015672506126,19.369791666666668,4.3712240058394585,17.915657743573377,35.44403027198441,135.25353059291413,53.359688015557786
2019/09/08,24.109134713686636,20.222916666666666,3.8862180470199696,17.915657743573377,29.78733101724697,135.25353059291413,47.70298876082035
2019/09/09,23.11729335869,16.699999999999996,6.417293358690003,17.915657743573377,2.8752680835203748,142.89063259291407,20.79092582709375
2019/09/10,22.89845253137134,17.688541666666673,5.209910864704668,17.915657743573377,3.2530335737947205,142.89063259291407,21.168691317368097
2019/09/11,23.267613927565186,18.504166666666674,4.763447260898513,17.915657743573377,1.1014268847789288,135.25353059291413,19.017084628352304
2019/09/12,22.559280687834175,17.316666666666674,5.242614021167501,17.915657743573377,3.116115605684262,135.25353059291413,21.031773349257637
2019/09/13,23.000142892241204,19.3625,3.637642892241203,17.915657743573377,5.498508581817917,135.25353059291413,23.414166325391292
2019/09/14,23.378797446055053,19.9375,3.441297446055053,17.915657743573377,12.605071880120795,135.25353059291413,30.520729623694173
2019/09/15,23.454185608965126,19.772916666666667,3.681268942298459,17.915657743573377,5.3655656193036645,135.25353059291413,23.281223362877043
2019/09/16,23.44918541449911,20.358333333333334,3.0908520811657745,17.915657743573377,11.70373209522456,142.89063259291407,29.619389838797936
2019/09/17,23.795562223398242,20.954166666666666,2.8413955567315767,17.915657743573377,17.99241165314943,142.89063259291407,35.90806939672281
2019/09/18,23.955651918824927,20.767708333333328,3.187943585491599,17.915657743573377,14.719401000828737,135.25353059291413,32.635058744402116
2019/09/19,23.497467938113616,19.087500000000006,4.40996793811361,17.915657743573377,1.4410856180335305,135.25353059291413,19.356743361606906
2019/09/20,22.735764150113198,16.8375,5.898264150113199,17.915657743573377,0.20092732983022477,135.25353059291413,18.116585073403602
2019/09/21,22.780165054350377,17.614583333333332,5.165581721017045,17.915657743573377,1.9342310818115045,135.25353059291413,19.84988882538488
2019/09/22,23.095693285530423,18.466666666666672,4.629026618863751,17.915657743573377,9.140555068068037,135.25353059291413,27.056212811641416
2019/09/23,23.280827899400144,18.737500000000008,4.543327899400136,17.915657743573377,13.52056984841479,142.89063259291407,31.436227591988164
2019/09/24,22.858029213928255,17.834375,5.023654213928253,17.915657743573377,2.3211435586019182,142.89063259291407,20.236801302175294
2019/09/25,21.44006884912624,15.218750000000002,6.22131884912624,17.915657743573377,0.151274692019863,135.25353059291413,18.06693243559324
2019/09/26,21.628733912491946,17.171875,4.4568589124919455,17.915657743573377,0.0,135.25353059291413,17.915657743573377
2019/09/27,21.085732644832913,14.925000000000004,6.160732644832908,17.915657743573377,0.0,135.25353059291413,17.915657743573377
2019/09/28,20.499777296059744,15.123958333333334,5.3758189627264095,17.915657743573377,0.0,135.25353059291413,17.915657743573377
2019/09/29,20.8529736548802,15.856249999999998,4.996723654880201,18.807971447632458,0.025767451295688363,135.25353059291413,18.833738898928146
2019/09/30,21.30743771733603,15.760416666666664,5.547021050669365,18.367087099827813,0.0,142.89063259291407,18.367087099827813
2019/10/01,21.160100671282976,15.436458333333333,5.723642337949643,17.915657743573377,0.0,142.89063259291407,17.915657743573377
2019/10/02,21.061271042962794,15.179166666666667,5.882104376296127,17.915657743573377,0.0,135.25353059291413,17.915657743573377
2019/10/03,19.20229525550501,9.670833333333336,9.531461922171674,29.591686059021075,0.0,135.25353059291413,29.591686059021075
2019/10/04,17.84647419236709,7.927083333333335,9.919390859033754,101.41594166729313,0.0,135.25353059291413,101.41594166729313
2019/10/05,18.017311314264592,11.079166666666666,6.938144647597927,57.26941974055431,0.0,135.25353059291413,57.26941974055431
2019/10/06,18.35477897370038,11.927083333333336,6.427695640367045,56.15208748318535,0.0,135.25353059291413,56.15208748318535
2019/10/07,18.782089953288278,12.204166666666666,6.577923286621612,47.9086981708678,0.0,142.89063259291407,47.9086981708678
2019/10/08,19.004092900365997,12.451041666666667,6.55305123369933,48.30379458355747,0.0,142.89063259291407,48.30379458355747
2019/10/09,18.86837229836304,12.484375,6.383997298363042,32.383099704115416,0.0,135.25353059291413,32.383099704115416
2019/10/10,18.785030343348662,12.296875,6.488155343348662,56.35561446026166,0.0,135.25353059291413,56.35561446026166
2019/10/11,18.93920730064607,13.902083333333332,5.0371239673127395,25.959743840164467,0.0,135.25353059291413,25.959743840164467
2019/10/12,19.656405808731268,15.293749999999998,4.362655808731271,40.101300398242785,0.0,135.25353059291413,40.101300398242785
2019/10/13,20.425632624330653,16.205208333333335,4.220424290997318,19.609599073968862,0.0,135.25353059291413,19.609599073968862
2019/10/14,20.930305365443488,15.666666666666664,5.263638698776823,17.915657743573377,0.0,142.89063259291407,17.915657743573377
2019/10/15,20.75407780062874,14.840625,5.91345280062874,23.398283087051933,0.0,142.89063259291407,23.398283087051933
